id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2539,Clean & quiet apt home by the park,2787,John,Brooklyn,Kensington,40.64749,-73.97237,Private room,149,1,9,2018-10-19,0.21,6,365
2595,Skylit Midtown Castle,2845,Jennifer,Manhattan,Midtown,40.75362,-73.98377,Entire home/apt,225,1,45,2019-05-21,0.38,2,355
3647,THE VILLAGE OF HARLEM....NEW YORK !,4632,Elisabeth,Manhattan,Harlem,40.80902,-73.9419,Private room,150,3,0,,,1,365
3831,Cozy Entire Floor of Brownstone,4869,LisaRoxanne,Brooklyn,Clinton Hill,40.68514,-73.95976,Entire home/apt,89,1,270,2019-07-05,4.64,1,194
5022,Entire Apt: Spacious Studio/Loft by central park,7192,Laura,Manhattan,East Harlem,40.79851,-73.94399,Entire home/apt,80,10,9,2018-11-19,0.10,1,0
5099,Large Cozy 1 BR Apartment In Midtown East,7322,Chris,Manhattan,Murray Hill,40.74767,-73.975,Entire home/apt,200,3,74,2019-06-22,0.59,1,129
5121,BlissArtsSpace!,7356,Garon,Brooklyn,Bedford-Stuyvesant,40.68688,-73.95596,Private room,60,45,49,2017-10-05,0.40,1,0
5178,Large Furnished Room Near B'way ,8967,Shunichi,Manhattan,Hell's Kitchen,40.76489,-73.98493,Private room,79,2,430,2019-06-24,3.47,1,220
5203,Cozy Clean Guest Room - Family Apt,7490,MaryEllen,Manhattan,Upper West Side,40.80178,-73.96723,Private room,79,2,118,2017-07-21,0.99,1,0
5238,Cute & Cozy Lower East Side 1 bdrm,7549,Ben,Manhattan,Chinatown,40.71344,-73.99037,Entire home/apt,150,1,160,2019-06-09,1.33,4,188
5295,Beautiful 1br on Upper West Side,7702,Lena,Manhattan,Upper West Side,40.80316,-73.96545,Entire home/apt,135,5,53,2019-06-22,0.43,1,6
5441,Central Manhattan/near Broadway,7989,Kate,Manhattan,Hell's Kitchen,40.76076,-73.98867,Private room,85,2,188,2019-06-23,1.50,1,39
5803,"Lovely Room 1, Garden, Best Area, Legal rental",9744,Laurie,Brooklyn,South Slope,40.66829,-73.98779,Private room,89,4,167,2019-06-24,1.34,3,314
6021,Wonderful Guest Bedroom in Manhattan for SINGLES,11528,Claudio,Manhattan,Upper West Side,40.79826,-73.96113,Private room,85,2,113,2019-07-05,0.91,1,333
6090,West Village Nest - Superhost,11975,Alina,Manhattan,West Village,40.7353,-74.00525,Entire home/apt,120,90,27,2018-10-31,0.22,1,0
6848,Only 2 stops to Manhattan studio,15991,Allen & Irina,Brooklyn,Williamsburg,40.70837,-73.95352,Entire home/apt,140,2,148,2019-06-29,1.20,1,46
7097,Perfect for Your Parents + Garden,17571,Jane,Brooklyn,Fort Greene,40.69169,-73.97185,Entire home/apt,215,2,198,2019-06-28,1.72,1,321
7322,Chelsea Perfect,18946,Doti,Manhattan,Chelsea,40.74192,-73.99501,Private room,140,1,260,2019-07-01,2.12,1,12
7726,Hip Historic Brownstone Apartment with Backyard,20950,Adam And Charity,Brooklyn,Crown Heights,40.67592,-73.94694,Entire home/apt,99,3,53,2019-06-22,4.44,1,21
7750,Huge 2 BR Upper East  Cental Park,17985,Sing,Manhattan,East Harlem,40.79685,-73.94872,Entire home/apt,190,7,0,,,2,249
7801,Sweet and Spacious Brooklyn Loft,21207,Chaya,Brooklyn,Williamsburg,40.71842,-73.95718,Entire home/apt,299,3,9,2011-12-28,0.07,1,0
8024,CBG CtyBGd HelpsHaiti rm#1:1-4,22486,Lisel,Brooklyn,Park Slope,40.68069,-73.97706,Private room,130,2,130,2019-07-01,1.09,6,347
8025,CBG Helps Haiti Room#2.5,22486,Lisel,Brooklyn,Park Slope,40.67989,-73.97798,Private room,80,1,39,2019-01-01,0.37,6,364
8110,CBG Helps Haiti Rm #2,22486,Lisel,Brooklyn,Park Slope,40.68001,-73.97865,Private room,110,2,71,2019-07-02,0.61,6,304
8490,"MAISON DES SIRENES1,bohemian apartment",25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68371,-73.94028,Entire home/apt,120,2,88,2019-06-19,0.73,2,233
8505,Sunny Bedroom Across Prospect Park,25326,Gregory,Brooklyn,Windsor Terrace,40.65599,-73.97519,Private room,60,1,19,2019-06-23,1.37,2,85
8700,Magnifique Suite au N de Manhattan - vue Cloitres,26394,Claude & Sophie,Manhattan,Inwood,40.86754,-73.92639,Private room,80,4,0,,,1,0
9357,Midtown Pied-a-terre,30193,Tommi,Manhattan,Hell's Kitchen,40.76715,-73.98533,Entire home/apt,150,10,58,2017-08-13,0.49,1,75
9518,"SPACIOUS, LOVELY FURNISHED MANHATTAN BEDROOM",31374,Shon,Manhattan,Inwood,40.86482,-73.92106,Private room,44,3,108,2019-06-15,1.11,3,311
9657,Modern 1 BR / NYC / EAST VILLAGE,21904,Dana,Manhattan,East Village,40.7292,-73.98542,Entire home/apt,180,14,29,2019-04-19,0.24,1,67
9668,front room/double bed,32294,Ssameer Or Trip,Manhattan,Harlem,40.82245,-73.95104,Private room,50,3,242,2019-06-01,2.04,3,355
9704,Spacious 1 bedroom in luxe building,32045,Teri,Manhattan,Harlem,40.81305,-73.95466,Private room,52,2,88,2019-06-14,1.42,1,255
9782,Loft in Williamsburg Area w/ Roof,32169,Andrea,Brooklyn,Greenpoint,40.72219,-73.93762,Private room,55,4,197,2019-06-15,1.65,3,284
9783,back room/bunk beds,32294,Ssameer Or Trip,Manhattan,Harlem,40.8213,-73.95318,Private room,50,3,273,2019-07-01,2.37,3,359
10452,Large B&B Style rooms,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.6831,-73.95473,Private room,70,1,74,2019-05-12,0.66,2,269
10962,"Lovely room 2 & garden; Best area, Legal rental",9744,Laurie,Brooklyn,South Slope,40.66869,-73.9878,Private room,89,4,168,2019-06-21,1.41,3,340
11452,Clean and Quiet in Brooklyn,7355,Vt,Brooklyn,Bedford-Stuyvesant,40.68876,-73.94312,Private room,35,60,0,,,1,365
11708,Cute apt in artist's home,44145,Tyrome,Brooklyn,Bushwick,40.70186,-73.92745,Entire home/apt,85,2,231,2019-06-22,1.96,2,22
11943,Country space in the city,45445,Harriet,Brooklyn,Flatbush,40.63702,-73.96327,Private room,150,1,0,,,1,365
12048,LowerEastSide apt share shortterm 1,7549,Ben,Manhattan,Lower East Side,40.71401,-73.98917,Shared room,40,1,214,2019-07-05,1.81,4,188
12192,ENJOY Downtown NYC!,46978,Edward,Manhattan,East Village,40.7229,-73.98199,Private room,68,2,245,2019-06-21,2.08,2,96
12299,Beautiful Sunny Park Slope Brooklyn,47610,Abdul,Brooklyn,South Slope,40.66278,-73.97966,Entire home/apt,120,3,15,2019-05-27,0.39,1,345
12303,1bdr w private bath. in lofty apt,47618,Yolande,Brooklyn,Fort Greene,40.69673,-73.97584,Private room,120,7,25,2018-09-30,0.23,1,311
1290208,Live like a real New Yorker!,7016230,André,Manhattan,Lower East Side,40.7191,-73.98866,Entire home/apt,80,3,67,2017-01-16,0.92,1,85
1290336,Spacious & Stylish 2br-Prime Williamsburg Hot Spot,1240820,Triny,Brooklyn,Williamsburg,40.71787,-73.95585,Entire home/apt,295,2,114,2019-07-05,1.59,3,79
1291020,One family  house sublet August 1st to August 31,6602545,Eleni,Brooklyn,South Slope,40.66812,-73.99022,Private room,160,30,1,2019-06-19,1,2,39
1291245,ENORMOUS Artsy 2BR in trendy LES!,2078796,Andy,Manhattan,Chinatown,40.71634,-73.99031,Entire home/apt,399,2,2,2016-09-19,0.05,1,0
1291261,Dream Apartment - Greenwich Village,7020798,Light,Manhattan,Greenwich Village,40.73104,-73.99957,Entire home/apt,150,12,16,2019-03-16,0.22,1,35
1291490,nice room in bedstuy M,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.68322,-73.95085,Private room,60,1,142,2019-06-13,1.95,15,321
1291561,True West Village Experience-1 Bdrm,7022451,Deborah,Manhattan,Greenwich Village,40.72948,-73.99957,Entire home/apt,219,6,45,2018-09-11,0.64,1,188
1292428,Room in Great Loft - Fun/Convenient,4393626,Aaron,Manhattan,Chelsea,40.7433,-73.99832,Private room,119,4,106,2019-06-17,1.47,2,23
1294721,Skylight Apartment Williamsburg,306825,Jesse,Brooklyn,Williamsburg,40.7132,-73.96798,Entire home/apt,190,4,1,2014-09-22,0.02,1,0
1294973,PRIVATE BEDROOM IN COMFY & CHIC UWS APT!,7041410,Jeffrey,Manhattan,Upper West Side,40.79475,-73.976,Private room,140,5,90,2019-06-30,1.37,1,16
1297171,Artists' Haven in Williamsburg,4855335,Laura,Brooklyn,Williamsburg,40.70894,-73.94135,Private room,125,2,4,2018-08-23,0.08,1,364
1297663,Your West Village NYC 1 Bdm Apt,7055547,Tege,Manhattan,West Village,40.73532,-74.00448,Entire home/apt,144,4,27,2017-01-01,0.39,1,0
1300097,"Marcel the Shell with Shoes On or Off, Whatever",4069241,Shannon,Brooklyn,Brooklyn Heights,40.69424,-73.99313,Private room,1500,1,0,,,1,0
1300216,1 Bdrm Apt  2 blocks to subway 15 mins to Midtown,2135948,Giovanni,Queens,Astoria,40.76788,-73.92334,Entire home/apt,100,1,102,2019-07-03,1.73,1,33
1300950,Great Room and Private Bathroom,7073209,Jackie,Brooklyn,Fort Greene,40.68846,-73.97567,Private room,115,2,57,2019-06-30,2.67,2,288
1301321,West Village Penthouse-terrace/view,2214774,Ben And Jess,Manhattan,West Village,40.73305,-74.00412,Entire home/apt,1899,7,18,2015-10-09,0.28,1,0
1302684,"1 Bedroom, Near Subway, Wash Hts",3003533,Jeff,Manhattan,Washington Heights,40.84346,-73.94471,Entire home/apt,110,29,10,2018-08-20,0.14,1,205
1303515,Greenwich Village 1BR Fantastic Apt,430826,Dee,Manhattan,West Village,40.73384,-74.00462,Entire home/apt,140,14,51,2018-01-31,0.70,1,298
1303850,Private spacious studio,2687920,Ikk,Manhattan,Morningside Heights,40.80777,-73.96703,Entire home/apt,94,2,1,2018-10-27,0.12,1,3
1304181,beautiful ROOM in a DREAM APARTMENT,7089676,Michel Fabrice,Manhattan,Midtown,40.75728,-73.97152,Private room,50,1,49,2017-12-30,0.91,1,14
1304459,Sunny Williamsburg Artist's Loft,7090408,Paco & Pamela,Brooklyn,Williamsburg,40.70706,-73.95071,Entire home/apt,131,4,68,2019-06-16,1.06,1,5
1304952,Two Bedrooms and Private Bathroom,7073209,Jackie,Brooklyn,Fort Greene,40.68809,-73.97578,Private room,175,2,5,2019-03-10,0.13,2,334
1305265,Perfect House for the Whole Family,7092157,Dennis,Brooklyn,Kensington,40.64342,-73.97851,Entire home/apt,299,3,4,2017-07-30,0.06,1,321
1305346,Studio in the Heart of Soho,7096964,Chris,Manhattan,SoHo,40.72098,-73.99869,Entire home/apt,145,30,12,2018-11-30,0.17,1,342
1306749,Superstar Manhattan Apt - Harlem,5230482,Anthony,Manhattan,Harlem,40.82612,-73.95216,Entire home/apt,145,2,64,2019-07-02,0.91,1,132
1306966,Beautiful 1BR: Heart of the Village,5444717,Jonathan,Manhattan,Greenwich Village,40.72805,-73.99871,Entire home/apt,175,2,2,2016-09-04,0.03,1,0
1307095,2 Bedroom Apartment in the East Village,6714376,Alec,Manhattan,Gramercy,40.73227,-73.98451,Private room,109,5,5,2018-07-27,0.07,1,22
1307723,A real home on the UWS.,5435074,Deborah,Manhattan,Upper West Side,40.80274,-73.96459,Private room,150,1,28,2019-05-23,0.51,1,364
1308155,Deep House in Bed Stuy,7111113,Carolina,Brooklyn,Bedford-Stuyvesant,40.69582,-73.94989,Private room,133,7,0,,,1,0
1308308,Renovated 2 Bedroom (Hells Kitchen) TIME SQUARE,7112116,Ty,Manhattan,Hell's Kitchen,40.76248,-73.98597,Entire home/apt,399,3,108,2019-06-22,1.51,2,351
